"word";"in documents";"total";"att_1"
"ern";1;7;
"erod";1;1;
"erstwhil";2;3;
"erwin";1;1;
"escal";1;1;
"escap";2;2;
"especi";8;23;
"essayist";1;1;
"estat";5;13;
"esteem";1;1;
"etern";2;2;
"ether";2;2;
"euro";1;1;
"europa";1;1;
"european";2;2;
"evad";1;1;
"evangel";1;1;
"event";5;37;
"eventu";4;5;
"evi";1;1;
"evict";1;1;
"evid";5;6;
"evoc";2;2;
"evolut";1;1;
"evolv";2;3;
"exacerb";1;1;
"examin";1;1;
"exampl";7;17;
"excav";1;1;
"excel";5;8;
"exception";1;1;
"excess";1;1;
"exchequ";1;1;
"excit";1;1;
"exclus";1;1;
"excurs";1;1;
"execut";1;2;
"exhibit";8;26;
"exot";1;1;
"expans";4;4;
"expat";1;1;
"expel";1;1;
"expens";1;1;
"explan";1;1;
"export";1;1;
"expos";2;3;
"exquisit";1;1;
"extens";3;5;
"extent";1;1;
"exterior";1;2;
"extortion";1;1;
"extraordinari";2;2;
"extravag";1;2;
"extrem";4;6;
"ey";3;4;
"fabian";1;1;
"fabul";3;3;
"facad";1;1;
"face";4;5;
"facial";1;1;
"facil";1;1;
"fact";3;5;
"factori";3;3;
"fag";1;1;
"failur";2;3;
"fairli";2;3;
"falcon";1;1;
"fall";1;10;
"fallabella";1;1;
"fals";1;1;
"fame";1;1;
"famili";6;13;
"famin";3;4;
"famou";6;13;
"fan";2;2;
"fanlight";1;1;
"fanu";1;3;
"fare";2;2;
"farewel";1;1;
"farm";5;16;
"farmer";1;1;
"farmleigh";1;1;
"farmyard";1;2;
"farrier";1;1;
"farset";1;2;
"fashion";2;5;
"fate";2;2;
"father";4;7;
"favour";1;2;
"fealti";1;1;
"fear";1;1;
"feast";2;2;
"feat";1;1;
"feb";1;1;
"februari";3;3;
"feel";3;4;
"feet";2;2;
"feilebelfast";1;1;
"feilenandeis";1;1;
"fell";3;3;
"fellow";2;2;
"fergu";1;1;
"ferm";1;1;
"fern";1;1;
"ferri";4;6;
"fertil";3;5;
"fi";2;2;
"fiachra";1;3;
"fiacr";1;1;
"fiction";2;2;
"fiddler";1;1;
"field";5;8;
"fife";1;1;
"fight";1;2;
"fighter";2;2;
"figur";3;8;
"film";6;12;
"finan";1;3;
"fine";7;26;
"finger";1;1;
"finish";2;3;
"fionn";1;1;
"fionán";1;1;
"fir";1;1;
"fire";3;3;
"fireplac";2;2;
"firm";2;2;
"firmli";1;1;
"fish";6;11;
"fishambl";1;1;
"fisheri";1;1;
"fist";1;2;
"fit";2;2;
"fitzwilliam";1;1;
"flag";3;6;
"flaherti";1;1;
"flander";1;1;
"flank";4;4;
"flanker";1;2;
"flash";1;1;
"flashpoint";2;3;
"flatter";2;2;
"flaunt";1;1;
"flavour";1;1;
"flax";1;1;
"flee";2;2;
"fleetwood";1;1;
"fli";1;1;
"flight";1;1;
"flint";1;1;
"flock";2;2;
"flood";2;2;
"floor";5;25;
"florenc";1;6;
"flow";3;3;
"flower";4;5;
"flush";1;1;
"flute";1;1;
"flutter";1;1;
"fly";3;3;
"foal";1;2;
"focu";3;8;
"focus";4;8;
"folk";3;6;
"fonthil";1;1;
"food";6;7;
"fool";1;1;
"foolsfestiv";1;1;
"foot";4;5;
"footbal";2;6;
"foothil";1;1;
"footpath";3;3;
"forbid";1;1;
"forc";5;6;
"ford";2;3;
"forest";2;12;
"forfeit";2;2;
"fork";1;1;
"form";7;22;
"format";2;3;
"fort";4;12;
"forthcom";1;1;
"forti";2;3;
"fortifi";2;7;
"fortnight";2;2;
"fortnightli";1;1;
"fortress";1;1;
"fortun";1;3;
"foul";1;1;
"foundat";2;4;
"founder";1;1;
"fox";2;5;
"foyer";1;1;
"foyl";1;1;
"fraction";1;1;
"fragil";2;2;
"fragment";1;1;
"frame";1;1;
"franc";2;2;
"franci";3;3;
"frankli";1;1;
"fratern";1;1;
"freddi";1;1;
"frederick";1;2;
"freedom";2;2;
"freesheet";1;1;
"freez";1;1;
"freight";2;2;
"french";4;9;
"fridai";2;6;
"frideswid";1;1;
"friel";1;2;
"friend";4;5;
"friendli";2;2;
"friez";2;2;
"frigat";1;1;
"fringefest";1;1;
"front";2;3;
"frontag";2;2;
"frost";1;1;
"frothi";1;1;
"fruit";1;1;
"frustrat";1;1;
"ft";1;1;
"fuel";1;1;
"fulfil";1;1;
"fume";1;1;
"fun";1;1;
"fund";2;2;
"fundament";1;2;
"funer";1;1;
"funfair";1;1;
"funnel";1;1;
"furnish";2;2;
"furnitur";3;4;
"fuss";1;2;
"futil";1;1;
"futur";1;1;
"féile";2;2;
"féin";2;2;
"ga";1;1;
"gaa";1;5;
"gabl";1;1;
"gaelic";3;9;
"gain";4;4;
"gair";1;1;
"galilei";1;1;
