"word";"in documents";"total";"att_1"
"fall";3;3;
"fame";2;5;
"famili";5;9;
"famou";7;10;
"fanci";1;1;
"fantast";5;9;
"farm";2;4;
"farmer";3;6;
"faro";2;8;
"fart";1;1;
"fashion";1;1;
"fate";1;1;
"favour";2;2;
"favourit";2;2;
"fb";10;40;
"featur";10;28;
"februari";1;1;
"fee";2;3;
"feel";4;5;
"feira";6;16;
"feiticeira";1;1;
"felip";1;1;
"fell";1;1;
"ferment";1;2;
"fern";1;3;
"ferri";2;4;
"ferryman";1;1;
"fertil";3;4;
"fesitv";1;1;
"festa";3;5;
"festoon";1;1;
"field";5;5;
"fight";1;1;
"figueira";2;5;
"figur";3;3;
"file";1;1;
"fill";10;15;
"film";3;4;
"fine";7;19;
"finish";2;2;
"fire";3;9;
"firefight";1;4;
"firework";2;4;
"firmli";1;1;
"fish";6;29;
"fisherman";4;5;
"fishermen";2;8;
"fita";1;1;
"fixtur";1;1;
"flame";1;1;
"flammabl";1;1;
"flank";4;5;
"flavour";2;3;
"flea";2;2;
"fledgl";1;2;
"flee";1;1;
"fleet";2;2;
"float";2;2;
"flock";1;1;
"flog";1;1;
"flood";1;1;
"floodgat";1;1;
"floor";3;5;
"florenc";1;1;
"florida";1;1;
"flow";1;2;
"flower";2;4;
"flurri";1;1;
"fluvial";2;3;
"fly";1;2;
"focu";1;1;
"folk";1;1;
"font";1;1;
"fontain";1;1;
"fontaínha";1;1;
"fonthil";1;1;
"food";2;4;
"foot";3;3;
"footbal";3;3;
"foothil";2;2;
"footpath";3;3;
"fora";1;3;
"forc";4;4;
"forest";2;14;
"forestri";1;1;
"fork";1;1;
"form";5;10;
"format";2;2;
"formosa";1;2;
"fort";2;5;
"forti";3;3;
"fortifi";4;13;
"fortress";3;6;
"foundat";1;3;
"fountain";3;5;
"foz";2;10;
"fr";10;20;
"frame";2;2;
"framework";1;1;
"franci";1;1;
"franciscan";1;1;
"francisco";2;2;
"frederico";1;1;
"freemason";1;1;
"frei";1;1;
"freita";1;2;
"freixo";1;1;
"french";3;4;
"fresco";1;1;
"fridai";4;5;
"friend";1;1;
"friendli";1;1;
"frio";1;1;
"front";3;8;
"frontier";2;5;
"fruit";3;4;
"fruiti";1;1;
"fuell";1;1;
"fun";3;4;
"function";10;20;
"fund";1;1;
"fundação";1;4;
"furi";1;1;
"furna";1;1;
"furnitur";2;2;
"fuseta";1;4;
"futur";1;1;
"fuzeta";1;1;
"fábrica";3;3;
"férrea";1;1;
"fóia";1;2;
"gad";10;20;
"gaia";1;8;
"gain";1;1;
"galician";1;1;
"galleri";10;12;
"gallow";1;1;
"galx";10;20;
"galé";1;2;
"gama";1;7;
"game";2;2;
"gap";10;20;
"garden";8;30;
"garrano";1;1;
"garrett";1;1;
"garrison";1;1;
"gastronomia";1;1;
"gate";10;27;
"gatewai";1;2;
"gatão";1;1;
"gaug";1;1;
"gaze";1;1;
"gear";1;1;
"gener";4;9;
"genr";1;1;
"gentl";1;2;
"gentrif";1;1;
"gentrifi";1;2;
"genuin";1;1;
"geograph";1;1;
"geral";1;1;
"geranium";1;1;
"german";1;1;
"gerê";1;6;
"giant";3;4;
"gift";1;2;
"gig";1;2;
"gigant";1;1;
"giganton";1;1;
"gil";1;1;
"gilbert";1;1;
"giraff";1;1;
"glade";1;1;
"glanc";1;1;
"glare";1;1;
"gleam";1;1;
"glimps";1;1;
"glitter";1;1;
"globe";1;1;
"glori";1;1;
"goat";3;6;
"god";2;2;
"goe";3;3;
"goggl";1;1;
"gold";2;2;
"golf";1;4;
"golfer";1;1;
"gome";1;1;
"gonçalo";1;1;
"gorg";3;4;
"gorgeou";2;2;
"gossip";1;1;
"gotha";1;1;
"gouveia";1;2;
"governor";1;1;
"gp";1;1;
"grab";1;1;
"graduat";1;1;
"graham";1;1;
"grain";3;3;
"granit";4;9;
"grant";1;1;
"grape";3;6;
"grassi";1;1;
"grave";1;1;
"gravel";1;1;
"graze";3;3;
"graça";1;1;
"greatli";2;3;
"greek";1;2;
"grei";1;1;
"grid";2;4;
"grill";3;5;
"grocer";1;1;
"groceri";1;1;
"grotto";2;2;
"grou";1;1;
"ground";5;6;
"group";10;15;
"grove";1;4;
"growth";1;2;
"grungier";1;1;
"guadalup";1;1;
"guadiana";2;9;
"guarante";1;1;
"guard";1;3;
"guarda";2;3;
"guerra";1;1;
"guesswork";1;1;
"guest";10;21;
"guiadiana";1;1;
"guid";10;122;
"guilti";1;1;
"guimarã";3;5;
"guitar";2;2;
"gush";1;1;
"gustav";1;1;
"gói";1;10;
"habit";2;2;
"habitat";1;3;
"hair";2;2;
"half";5;15;
"halfwai";2;2;
"hall";5;9;
"halt";1;2;
"ham";1;1;
"hamlet";2;4;
"hammer";1;1;
"hand";6;13;
"handicraft";2;2;
"handsom";5;12;
"happi";2;2;
"hardi";1;1;
"hardli";1;1;
"harlei";1;1;
"harmoni";1;1;
"harold";1;1;
"harri";1;1;
"harvest";2;5;
"hast";1;1;
"hauntingli";1;1;
"head";6;18;
"headquart";10;11;
"heaquart";1;1;
"heart";3;6;
"heat";1;1;
"heavi";1;1;
"heavili";1;1;
"heed";1;1;
"height";4;5;
"heinou";1;1;
"heir";1;1;
"helipad";1;1;
"hell";1;1;
"help";10;39;
"hem";1;1;
"henri";1;1;
"henriqu";1;2;
"herb";2;2;
"herdad";1;1;
"herder";1;1;
"heritag";3;6;
"highli";6;9;
"highlight";4;6;
"hightail";1;1;
"hike";5;15;
"hiker";1;1;
"hill";7;20;
"hilli";1;1;
"hillsid";5;8;
"hilltop";3;8;
"hilltown";1;1;
"hint";3;3;
"histor";7;27;
"histori";5;20;
"histórico";2;2;
"hit";1;1;
"hoard";1;1;
"hold";2;4;
"hole";1;1;
"holidai";4;4;
"holidaymak";2;2;
"holli";1;1;
"homag";1;1;
"home";3;3;
"honei";1;1;
"honour";3;4;
"hooch";1;1;
"hord";1;1;
"horribl";1;1;
"hors";2;5;
"horseback";1;1;
"hospit";2;2;
"host";4;7;
"hotel";4;4;
"hotli";1;1;
"hour";7;18;
"household";1;1;
"hr";2;7;
"hsid";10;20;
"hub";3;3;
"hubbub";1;1;
"huddl";1;1;
"hug";4;7;
"human";2;3;
"humour";1;1;
"hunt";1;1;
"husband";1;1;
"hut";2;4;
"hydroelectr";3;3;
"iberia";1;1;
"iberian";2;2;
"icon";1;1;
"idea";2;2;
"ideal";4;11;
"identifi";1;1;
"idyl";1;1;
"ie";1;2;
"igreja";4;10;
"ii";5;9;
"ilha";2;3;
"illustr";1;1;
"imag";5;6;
"imit";1;1;
"immens";2;2;
"impecc";2;2;
"imperm";1;1;
"impli";1;1;
"import";3;4;
"importantli";1;1;
"impos";3;4;
"imposit";1;1;
"imposs";1;1;
"impromptu";1;1;
"improv";10;11;
"inadequ";1;1;
"inaugur";1;1;
"incorpor";1;1;
"increas";2;2;
"inde";4;6;
"independ";1;1;
"india";1;4;
"indic";1;1;
"individu";10;10;
"induc";1;1;
"industri";3;9;
"inevit";2;3;
"inexpens";2;3;
"infant";1;1;
"inferno";2;7;
"influenc";3;4;
"influenti";1;1;
"inhabit";3;5;
"initi";1;2;
"inject";1;1;
"innoc";1;1;
"innov";1;1;
"innumer";1;1;
"insan";1;1;
"inscript";1;1;
"insight";1;1;
"inspir";10;27;
"instal";3;3;
"institut";1;1;
"instituto";1;1;
"insul";1;1;
"insult";1;1;
"integr";1;1;
"intens";2;2;
"intent";10;10;
"interact";10;11;
"interest";6;13;
"interior";2;5;
"intern";2;2;
"internacion";1;1;
"introduct";2;2;
"intrud";1;1;
"invad";2;2;
"invas";1;1;
"involv";2;2;
