"word";"in documents";"total";"att_1"
"gaygreec";1;1;
"gaze";2;2;
"gear";2;5;
"gees";1;1;
"gemisthu";1;1;
"genealog";1;1;
"gener";4;10;
"genoes";1;1;
"gentler";1;1;
"gentrif";1;1;
"geograph";2;2;
"geometr";1;1;
"georg";3;3;
"german";4;9;
"giant";1;1;
"gill";1;1;
"glass";4;5;
"glendi";1;1;
"glimps";2;3;
"glori";3;4;
"glyfádha";1;1;
"goal";1;1;
"goat";2;2;
"goblet";1;1;
"god";5;7;
"goddess";4;7;
"goe";2;2;
"gold";3;18;
"goos";2;2;
"gorg";2;12;
"gorgeou";1;1;
"gorgon";1;1;
"gors";1;1;
"gorti";1;3;
"gospel";1;1;
"gourmet";1;1;
"governor";1;1;
"goúrn";1;1;
"gr";1;2;
"grab";1;1;
"grace";2;2;
"grade";1;1;
"gradient";1;1;
"graduat";1;1;
"grain";1;1;
"grander";2;3;
"grandios";1;1;
"grandstand";1;1;
"grant";1;1;
"grape";2;4;
"grave";2;11;
"graze";2;2;
"greatli";1;2;
"grebe";1;2;
"greco";2;2;
"greekfestiv";1;1;
"grei";2;2;
"griffon";1;1;
"grill";1;1;
"grip";1;1;
"gritti";1;1;
"grocer";1;1;
"ground";4;11;
"grove";2;2;
"growth";1;3;
"gruell";1;1;
"guard";2;2;
"guerrilla";1;1;
"guillaum";1;2;
"gulf";2;2;
"gázi";1;4;
"gíbrena";1;1;
"hade";1;2;
"hadrian";1;2;
"hail";1;1;
"hair";1;2;
"half";4;9;
"halkiak";1;1;
"halkidhikí";1;3;
"hall";4;6;
"halv";1;1;
"halvadhópita";1;1;
"hamlet";3;6;
"hammam";1;1;
"hand";5;13;
"handgun";1;1;
"handi";1;1;
"handicraft";1;1;
"handmad";1;1;
"handsom";3;5;
"haniá";1;18;
"happi";1;1;
"hardli";1;1;
"harmoni";1;1;
"harvest";2;5;
"hatzikyriako";1;1;
"haul";1;1;
"hawk";1;1;
"head";7;30;
"heap";1;1;
"heart";1;4;
"hearth";1;1;
"heat";2;2;
"heather";1;1;
"heaven";2;2;
"heavili";3;4;
"heel";1;1;
"hefti";1;1;
"hegemoni";2;2;
"height";2;2;
"helen";1;1;
"hellenist";2;2;
"hemp";1;1;
"hephaisteion";1;1;
"herb";2;3;
"herd";1;1;
"heritag";5;6;
"hero";3;3;
"herod";1;4;
"heron";1;1;
"hide";1;3;
"highli";2;2;
"highlight";5;15;
"hike";4;16;
"hiker";2;3;
"hill";7;30;
"hilli";2;2;
"hillock";1;2;
"hillsid";5;6;
"hilltop";1;1;
"hint";2;2;
"hio";1;1;
"hiot";1;1;
"hipparchu";1;2;
"hippia";1;2;
"histor";6;7;
"hit";1;1;
"hold";2;4;
"holder";1;1;
"holi";3;3;
"holidaymak";1;1;
"holocaust";1;1;
"home";3;3;
"homeown";1;1;
"homer";2;7;
"homi";1;1;
"honour";2;3;
"hop";3;4;
"hoplit";1;1;
"hopper";1;1;
"horac";1;1;
"hord";3;3;
"horn";1;1;
"hors";2;3;
"horserid";1;5;
"hospit";3;4;
"host";5;8;
"hostel";1;1;
"hotel";6;15;
"hound";1;1;
"hour";6;16;
"household";3;4;
"hr";1;1;
"hub";2;3;
"hubbub";1;1;
"hug";1;1;
"human";2;2;
"humanist";1;1;
"humdrum";2;2;
"hunt";1;2;
"hurriedli";1;1;
"hut";3;3;
"hydra";1;1;
"hydrofoil";2;2;
"hype";1;1;
"hánsen";1;1;
"hélène";1;1;
"hío";2;2;
"hóra";3;8;
"ibi";1;1;
"icon";4;8;
"ida";1;7;
"idaean";1;1;
"ideal";3;6;
"idean";1;2;
"ident";1;1;
"identif";2;3;
"identifi";3;3;
"ideon";1;1;
"idiosyncrat";2;2;
"idol";2;2;
"idyl";2;2;
"ierissó";1;1;
"ierápetra";1;3;
"igoumenítsa";1;1;
"ii";6;24;
"iii";2;5;
"ikaria";1;1;
"iktino";1;1;
"illeg";1;1;
"illumin";3;4;
"illustr";1;1;
"ilísia";1;1;
"imag";3;3;
"imagin";3;3;
"imittoú";1;1;
"immens";4;4;
"immigr";1;1;
"impact";1;1;
"impel";1;1;
"imperi";1;1;
"impetu";1;1;
"import";5;6;
"impos";3;5;
"impregn";1;1;
"imprison";1;1;
"inadequ";1;1;
"incent";1;1;
"inch";1;1;
"incorpor";1;2;
"increas";3;4;
"increasingli";3;5;
"incurs";1;1;
"inde";5;7;
"independ";5;14;
"indisput";1;1;
"indulg";1;1;
"industri";4;7;
"inevit";1;3;
