"word";"in documents";"total";"att_1"
"creating_cycl";1;1;
"creation";2;2;
"creations_includ";1;1;
"creations_oriel";1;1;
"creativ";1;1;
"creativity_modern";1;1;
"credibility_field";1;1;
"credibl";1;1;
"crime";1;1;
"crime_corrupt";1;1;
"croix";1;1;
"croix_valm";1;1;
"crop";1;1;
"crop_fin";1;1;
"crowd";2;2;
"crowds_affect";1;1;
"crowds_summ";1;1;
"cruis";1;2;
"cruise_riv";1;1;
"cruise_sein";1;1;
"cuisin";2;3;
"cuisine_";1;1;
"cuisine_languag";1;1;
"cuisine_show";1;1;
"cuixà";1;1;
"cuixà_st";1;1;
"culott";1;1;
"culottes_forefront";1;1;
"cultur";4;5;
"cultural_dna";1;1;
"cultural_influ";1;1;
"culturally_vari";1;1;
"culture_myst";1;1;
"culture_spawn";1;1;
"cure";1;1;
"cure_loc";1;1;
"cut";1;1;
"cute_hansel";1;1;
"cutting_edg";1;1;
"cycl";1;1;
"cycle_friendli";1;1;
"cyclist";1;1;
"cyclists_picn";1;1;
"côte";6;13;
"côte_basqu";1;2;
"côte_d";5;8;
"côteaux";1;1;
"côteaux_d";1;1;
"côtes_d";1;1;
"côtes_du";1;2;
"d";5;10;
"d_azur";5;8;
"d_orsai";1;2;
"dai";5;9;
"damag";1;1;
"damage_pristin";1;1;
"danc";1;1;
"dance_fellow";1;1;
"data";10;10;
"data_process";10;10;
"datr";10;20;
"datr_fr";10;20;
"daughter";1;1;
"daughter_land";1;1;
"day_approxim";1;1;
"day_battl";1;1;
"day_capit";1;1;
"day_explor";1;1;
"day_monstr";1;1;
"day_problem";1;1;
"day_ris";1;1;
"day_trip";1;1;
"days_travel";1;1;
"de_boulogn";1;1;
"de_cuixà";1;1;
"de_franc";1;1;
"de_la";1;3;
"de_pierrefond";1;1;
"de_prov";1;1;
"de_santa";1;1;
"de_scandola";1;1;
"de_sein";1;3;
"de_triomph";1;1;
"dead_self";1;1;
"decad";1;1;
"decades_econom";1;1;
"decision_mov";1;1;
"deepli";2;3;
"deeply_infus";1;1;
"defeat";1;1;
"defeat_british";1;1;
"defeatist";1;1;
"defeatist_vit";1;1;
"defenc";1;1;
"defending_verdun";1;1;
"defens";1;1;
"defensive_reserv";1;1;
"defin";3;3;
"define_french";1;1;
"define_region";1;1;
"defining_ingredi";1;1;
"definit";1;1;
"definitive_end";1;1;
"delicaci";1;1;
"delicacy_sheep";1;1;
"delight";1;1;
"delightful_commun";1;1;
"delivered_c";1;1;
"dentel";1;1;
"dentelles_not";1;1;
"depended_port";1;1;
"depressing_satellit";1;1;
"depth";10;10;
"deputi";1;1;
"deputies_assembl";1;1;
"des_pyréné";1;1;
"descend";1;1;
"descendants_integr";1;1;
"deselect";10;10;
"deselected_necessari";10;10;
"design";1;1;
"designed_amplifi";1;1;
"destin";1;1;
"destination_greatest";1;1;
"destruct";1;1;
"destruction_arch";1;1;
"determin";1;1;
"determined_insurrect";1;1;
"developed_alp";1;1;
"development_claim";1;1;
"devout";1;1;
"devout_pilgrim";1;1;
"di_corsica";1;1;
"di_liberazion";1;1;
"dictionari";2;2;
"dictionary_french";2;2;
"died_françoi";1;1;
"digit";10;20;
"digital_ag";10;20;
"diplomat";1;1;
"diplomat_talleyrand";1;1;
"disast";1;1;
"disaster_dai";1;1;
"discont";1;1;
"discontent_greatest";1;1;
"discount";10;10;
"discounts_competit";10;10;
"discov";10;10;
"discover_fr";9;9;
"discover_musé";1;1;
"dish";1;1;
"dish_";1;1;
"dismantl";1;1;
"dismantled_seventeenth";1;1;
"displai";10;11;
"display_ad";10;10;
"displaying_breizh";1;1;
"disput";1;1;
"disputed_centuri";1;1;
"dissid";1;1;
"dissidents_l";1;1;
"distanc";1;1;
"distance_bastia";1;1;
"divers";2;2;
"diverse_landscap";1;1;
"diversity_entertain";1;1;
"divid";1;1;
"divided_forward";1;1;
"dna";1;1;
"dna_ext";1;1;
"dolmen";1;1;
"dolmens_menhir";1;1;
"domin";2;2;
"dominant_featur";1;1;
"dominate_loc";1;1;
"doorstep";1;1;
"doorstep_";1;1;
"dordogn";7;9;
"dordogne_lot";7;9;
"dramat";2;3;
"dramatic_landscap";1;1;
"dramatic_r";1;1;
"dramatically_underlin";1;1;
"draw";1;1;
"drawings_ceram";1;1;
"drawn_mild";1;1;
"dream";10;10;
"dream_travel";10;10;
"drench";1;1;
"drenched_foothil";1;1;
"drew_artist";1;1;
"drink";1;1;
"drink_rough";1;1;
"drinkabl";1;1;
"drinkable_particularli";1;1;
"drive";1;2;
"drive_shoot";1;1;
"driving_n";1;1;
"dry_mediterranean";1;1;
"du";3;5;
"du_canig";1;1;
"du_carrousel";1;1;
"du_luberon";1;1;
"du_pap";1;1;
"du_ventoux";1;1;
"duchess";1;1;
"duchess_ann";1;1;
"duchy_allow";1;1;
"due_com";1;1;
"due_industri";1;1;
"due_loc";1;1;
"dull_merit";1;1;
"dynasti";1;1;
"dynasty_promptli";1;1;
"earthi";1;1;
"earthy_magnet";1;1;
"easili";2;4;
"easily_control";1;1;
"easily_visit";1;1;
"east_albert";1;1;
"east_famili";1;1;
"east_part";1;1;
"east_phys";1;1;
"eastern_brittani";1;1;
"eastern_margin";1;1;
"easternmost_provinc";1;1;
"ebook_sign";10;10;
"econom";2;4;
"economic_cur";1;1;
"economic_neglect";1;1;
"economic_problem";1;1;
"economic_resurg";1;1;
"edge_modern";1;1;
"editori";1;1;
"editorially_independ";1;1;
"effect";3;3;
"effect_hop";1;1;
"effect_island";1;1;
"effective_rail";1;1;
"effici";1;1;
"efficient_barb";1;1;
"elected_k";1;1;
"eleg";1;2;
"elegant_street";1;1;
"elit";2;2;
"elite_administr";1;1;
"elites_film";1;1;
"elsewher";1;1;
"elsewhere_attract";1;1;
"embroil";1;1;
"embroiled_bloodi";1;1;
"emperor";1;1;
"emperor_adorn";1;1;
"empir";2;2;
"empire_pari";1;1;
"empire_subsequ";1;1;
"emploi";1;1;
"employed_sector";1;1;
"enabl";10;10;
"encourag";2;2;
"encourage_corsican";1;1;
"encouragement_c";1;1;
"end";2;2;
"end_arm";1;1;
"enemi";1;1;
"enemy_offens";1;1;
"engag";10;11;
"engaged_bloodi";1;1;
"engaging_individu";10;10;
"engin";1;1;
"engineers_teach";1;1;
"england";1;1;
"england_afield";1;1;
"enjoy_meanwhil";1;1;
"enjoys_preferenti";1;1;
"enshrining_privileg";1;1;
"entertainment_cinema";1;1;
"enticing_mixtur";1;1;
"entir";2;2;
"entire_length";1;1;
"entire_town";1;1;
"entiti";1;1;
"entity_incorpor";1;1;
"entranc";1;3;
"entrance_bypass";1;1;
"entrance_cov";1;1;
"entrance_temporari";1;1;
"environ";2;2;
"environment_plan";1;1;
"environment_visitor";1;1;
"escap";9;10;
"escape_wond";1;1;
"escapes_sign";9;9;
"especi";2;2;
"especially_centr";1;1;
"especially_wind";1;1;
"established_swiftli";1;1;
"establishing_old";1;1;
"europ";2;3;
"europe_deepli";1;1;
"europe_nowher";1;1;
"europe_ultim";1;1;
"european";2;2;
"european_centr";1;1;
"european_region";1;1;
"event";1;1;
"events_lori";1;1;
"everywher";1;1;
"everywhere_ston";1;1;
"ew";1;1;
"ewe_";1;1;
"exampl";1;1;
"example_cathédr";1;1;
"exce";1;1;
"exceeds_island";1;1;
"excel";1;1;
"excellent_museum";1;1;
"excitingli";1;1;
"excitingly_improb";1;1;
"excurs";1;1;
"excursions_amaz";1;1;
"exemplari";1;1;
"exemplary_holi";1;1;
"exempt_soci";1;1;
"exhaust";10;10;
"exhausting_plac";10;10;
"exhibit";1;1;
"exhibitions_tak";1;1;
"experi";10;13;
"experienc";10;11;
"experience_centr";10;10;
"experience_individu";1;1;
"experience_lai";1;1;
"experience_skip";1;1;
"experienced_renew";1;1;
"experienced_travel";10;10;
"expert";10;30;
"expert_advic";10;10;
"experts_help";10;10;
"experts_rough";10;10;
"explor";10;15;
"explore_book";3;3;
"explore_find";7;7;
"explore_found";1;1;
"explore_quiet";1;1;
"exploring_inland";1;1;
"exploring_mountain";1;1;
"exploring_world";1;1;
"exquisit";2;2;
"exquisite_delicaci";1;1;
