"word";"in documents";"total";"att_1"
"inciner";1;1;
"incinerated_book";1;1;
"including_chandeli";1;1;
"increas";1;1;
"increases_travel";1;1;
"independ";1;1;
"independent_poland";1;1;
"india";1;1;
"india_parti";1;1;
"individu";10;10;
"individual_us";10;10;
"inevit";1;1;
"inexpens";1;1;
"inexpensive_restaur";1;1;
"info";1;1;
"info_z?";1;1;
"information_anonym";10;10;
"infuri";1;1;
"infuriated_warsaw";1;1;
"initi";1;1;
"initially_flourish";1;1;
"inmat";1;1;
"inmates_camp";1;1;
"inscript";1;1;
"inscription_sit";1;1;
"insert";1;1;
"insert_dr";1;1;
"inspir";10;20;
"inspiration_discount";10;10;
"inspiration_sign";10;10;
"intent";10;10;
"intention_displai";10;10;
"interact";10;10;
"interact_websit";10;10;
"interest";3;3;
"interest_architectur";1;1;
"interest_north";1;1;
"interesting_fact";1;1;
"internet";1;1;
"internet_breakfast";1;1;
"invas";1;1;
"invasion_m";1;1;
"iron";1;1;
"iron_inscript";1;1;
"island";1;1;
"island_domin";1;1;
"jan";1;1;
"jan_jun";1;1;
"jew";1;1;
"jewish";1;1;
"jewish_heritag";1;1;
"jews_book";1;1;
"john";1;1;
"john_bapist";1;1;
"juli";3;3;
"july_aug";3;3;
"june";3;4;
"june_sept";3;3;
"june_tu";1;1;
"k";10;20;
"k_lang";10;20;
"kajki_run";1;1;
"kayak";1;1;
"kayaking_abs";1;1;
"killed_riot";1;1;
"kilometr";1;1;
"kilometres_kraków";1;1;
"king";1;1;
"kingdom";10;10;
"kingdom_sit";10;10;
"kings_church";1;1;
"km";2;2;
"km_subterranean";1;1;
"known_hansel";1;1;
"krakow";9;9;
"krakow_sign";9;9;
"kraków";4;7;
"kraków_";2;2;
"kraków_bisect";1;1;
"kraków_hundr";1;1;
"kraków_poland";1;1;
"kraków_tang";1;1;
"kraków_underground";1;1;
"krolsielaw";1;1;
"krolsielaw_mazuri";1;1;
"kurniki";1;1;
"kurniki_main";1;1;
"ku?nic";1;1;
"ku?nice_south";1;1;
"lake";2;7;
"lake_numb";1;1;
"lakefront";1;1;
"lakefront_tri";1;1;
